algorithm,东陵路,京沈街,太原街,小河沿,文化路,新秀街,森林路,沈辽西路,浑南东路,裕农路,陵东街
gbdt,8.681903627113556,9.68361143713183,8.78857960962643,9.516639811513073,9.61715663086965,10.009502876732906,8.462864060245405,10.60530997261897,9.968634491863744,8.734950942877942,9.466945468834204
mlr,9.430098047983682,10.065422758281278,9.369800618094553,9.49026764241996,10.34833986997914,10.733761461469635,76.63267213885324,11.688039803052067,10.465804607153547,8.454065222033963,9.592802776766577
nn,10.181364839880228,11.914875480947833,13.928552643864457,10.462868347341148,11.16422505261075,12.071089693844502,377.9209875930728,12.858488313609817,11.016118307061516,9.533867254514615,13.944359068630078
rf,9.125205338443209,9.43298849750417,9.159390525310279,9.837062455173648,9.70011365244394,10.333956997286466,8.590976362317976,10.669063421440331,10.005604704851168,9.17297088450837,9.546239144852878
svm,9.121889422873254,10.19332965267488,9.411323771350684,9.596079208758253,10.475044222193944,10.952116368564225,8.698752394151986,11.537463202556168,10.574159249067609,8.64055902418553,9.516601122518962
xgb,8.783536060102358,9.19366325842603,8.733855984018438,9.385022481204143,9.547205574692452,10.081398690149468,8.295444309372911,10.122303410390087,9.856265040390513,8.322460505355393,8.989463721388756
